Course Department Code,Course Number,Course Title,Course Status Code,Course Catalog Code,Catalog Abstract
ENG ,ENG 322     ,Discovering the Middle Ages  ,A,UG16,
ENG ,ENG 330     ,Shakespeare & the Comedy of Love  ,A,UG16,"This course explores the relationships between various kinds of love in Shakespeare's comedy. For background on contemporary views of love, students read excerpts from poetical, psychological, and philosophical works from the period. Through reading and viewing Shakespeare's comedies, the course attempts to sort out the ways Shakespeare adopts, critiques, blends, and transforms the love traditions of his day. Nine plays are studied, including lesser-known early comedies and later problem comedies. Prerequisite: preference to Junior English majors."
,,,,,
,,,,,
ENG ,ENG 331     ,Renaissance Poetry  ,A,UG16,"This class studies the great efflorescence of lyric poetry in the 16th and early 17th centuries, including poems from a variety of lyric modes--song, love poem, elegy, contemplative poem--as well as key ways poets of the period engaged and transformed the themes, genres, and styles they inherited from the classical tradition and from earlier English and Italian poets. Prerequisite: Junior English majors only.
"
,,,,,
,,,,,
ENG ,ENG 332     ,Discovering the Middle Ages  ,A,UG16,"A study of medieval literature, history and culture, incorporating individual and class visits to medieval sites.
"
ENG ,ENG 333     ,Spenser  ,A,UG16,"A seminar study of the poetry of Edmund Spenser, concentrating on Books I and III of The Faerie Queene and on some of the shorter poems, with an emphasis both on the rich literary qualities of the poems and on their intricate connections to the culture of Elizabethan England. "
,,,,,
ENG ,ENG 340     ,Early English Novels  ,A,UG16,"A study of selected British novels from the 18th century including works by Defoe, Richardson, Fielding, Busney, and Austen.
"
ENG ,ENG 341     ,19th-Century American Literature  ,A,UG16,"A survey of representative masterworks of the 19th century, extending from the writers of the American renaissance through Dickinson, Twain, and James.
"
ENG ,ENG 342     ,Austen and Dickens  ,A,UG16,"A discussion of the best works of these two novelists, while paying appropriate attention to recent biographies and contemporary criticism. Film versions of works by these novelists provide the class with another way of analyzing their work. The course treats the relationship between comic vision and cultural criticism in novels like: Emma, Persuasion, Great Expectations, and Bleak House.
"
,,,,,
,,,,,
ENG ,ENG 343     ,Victorian Poetry  ,A,UG16,"A study of the poetry of the Nineteenth Century in Britain.  We will focus on major authors who are reacting to the Romantic Revolution that came before them and looking forward to Modernism. Major figures to be discussed include Robert Browning, Alfred Lord Tennyson, Christina Rosetti, Matthew Arnold, Elizabeth Barrett Browning, and Algernon Swinburne."
,,,,,
,,,,,
ENG ,ENG 344     ,18th-Century English Comedy  ,A,UG16,"A study of staged comedies from the late Restoration period through the last quarter of the 18th century in Britain. Sophisticated and witty plays such as Congreve��s The Way of the World are contrasted with broad and farcical pieces like Fielding��s Tom Thumb. The politics and succession issues of the Restoration and the conditions that led to the Licensing Act of 1737 are discussed. Videos are viewed and discussed to help perceive staging issues. (Also listed as DRA 343.)
"
,,,,,
,,,,,
ENG ,ENG 345     ,19th-Century Rebels & Reformers  ,A,UG16,"A comparative approach to the Romantic and Victorian periods, using themes and concerns common to both periods and exploring different choices in approach to the subject in light of cultural and political changes. Authors include: Blake, Burns, Austen, Coleridge, Keats, Shelley, Mary Shelley, Carlyle, Dickens, Emily Bronte, Tennyson, Arnold and Wilde. Prerequisite: sophomore standing.
"
,,,,,
,,,,,
ENG ,ENG 346     ,Henry James & F.Scott Fitzgerald  ,A,UG16,"A study of selected major works of Henry James and F. Scott Fitzgerald in the context of American literature, history, and culture. Some attention to biography and film.
"
ENG ,ENG 347     ,18th-Century Literature  ,A,UG16,"A study of Neoclassical poetry, fiction, drama, and nonfiction prose, including works by Swift, Pope, Fielding, Sheridan, Johnson and Austen."
ENG ,ENG 348     ,Crime in Literature  ,A,UG16,"An examination of how writers imagine crime in literature from the 18th century to the 21st century. In the early 18th century, criminals often had a celebrity status, and novels celebrated the exploits of highwaymen and petty thieves. However, as police forces and detectives came into being in the 19th century, writers often gave hero status to the new crime-fighting professionals. In the 20th century, writers frequently returned to criminals as their primary subjects, but they rarely celebrated them as heroes, instead focusing on the idea of crime as symptom of a sick culture. This course emphasizes the literary achievement of the works as well as their ties to the cultures from which they emerge."
,,,,,
,,,,,
,,,,,
ENG ,ENG 349     ,London Lives  ,A,UG16,
